Date	Open	High	Low	Close	Volume
2018-01-02	40.44	41.74	40.44	41.72	14156500
2018-01-03	41.83	41.88	41.3	41.47	12744200
2018-01-04	41.81	42.37	41.52	41.64	18433000
2018-01-05	41.57	42.29	41.31	42.29	15251300
2018-01-08	42.4	43.23	42.4	43.23	14542800
2018-01-09	43.58	43.75	42.93	43.07	15986200
2018-01-10	42.74	42.95	42.42	42.47	12149500
2018-01-11	42.6	43.3	42.6	43.3	10236300
2018-01-12	42.95	43.66	42.75	43.55	15014300
2018-01-15	43.5	43.72	43.27	43.47	7253400
2018-01-16	42.98	43.14	42.3	42.3	20121900
2018-01-17	42.4	43.22	42.36	43.15	16490700
2018-01-18	43.5	43.61	42.68	42.86	10772100
2018-01-19	43.2	43.4	42.6	42.88	11173100
2018-01-22	43.1	43.16	42.22	42.65	11580900
2018-01-23	41.99	42.11	40.81	40.93	22075600
2018-01-24	41.21	42.13	41.14	41.78	22096600
2018-01-25	41.78	41.78	41.78	41.78	0
2018-01-26	41.85	41.88	40.71	41.43	19259500
2018-01-29	41.1	42.24	41.04	41.89	16752900
2018-01-30	41.7	41.96	41.23	41.47	13180300
2018-01-31	41.75	42.68	41.45	41.45	22859700
2018-02-01	41.6	42.47	41.57	41.79	21949700
2018-02-02	41.65	41.65	40.75	40.8	17892300
2018-02-05	40.6	42.04	40.33	40.35	22452800
2018-02-06	40.01	42.47	39.93	42.47	26037000
2018-02-07	42.43	42.72	41.7	41.71	20560700
2018-02-08	41.69	42.13	41.07	41.59	18928800
2018-02-09	41.4	42.4	41.03	42.0	22760500
2018-02-14	43.4	44.55	43.26	44.51	25905800
2018-02-15	45.01	45.96	44.95	45.95	31043100
2018-02-16	45.82	46.19	45.47	46.03	21107300
2018-02-19	46.1	46.8	45.96	46.45	12756100
2018-02-20	46.05	46.45	45.24	45.51	18417600
2018-02-21	45.51	45.96	44.71	44.8	24312600
2018-02-22	45.23	45.68	45.12	45.67	14081800
2018-02-23	46.0	46.41	45.65	46.08	17489800
2018-02-26	46.74	47.4	46.69	47.4	20374600
2018-02-27	47.47	47.6	46.71	47.33	15063400
2018-02-28	46.99	47.09	44.65	45.05	39459100
2018-03-01	45.21	45.63	43.97	44.45	25776000
2018-03-02	43.8	43.88	42.74	43.75	25236200
2018-03-05	43.48	43.94	42.88	43.7	16100600
2018-03-06	44.5	44.92	43.42	43.49	22342000
2018-03-07	42.51	43.02	42.2	42.85	19334700
2018-03-08	42.68	42.79	41.25	41.46	19983100
2018-03-09	40.97	42.27	40.51	42.1	21077800
2018-03-12	42.29	42.63	41.94	42.46	11838200
2018-03-13	42.74	42.8	42.05	42.13	13838900
2018-03-14	42.85	43.34	42.57	42.6	17936000
2018-03-15	42.7	42.82	42.13	42.4	16039100
2018-03-16	42.4	42.6	42.05	42.3	26802000
2018-03-19	41.52	41.52	40.67	41.1	21861500
2018-03-20	41.1	41.92	40.93	41.6	9322500
2018-03-21	41.75	42.69	41.43	42.5	19798000
2018-03-22	41.94	42.25	41.62	41.93	15229500
2018-03-23	41.24	42.2	41.01	41.6	14983200
2018-03-26	42.0	42.38	41.61	42.0	9850900
2018-03-27	42.39	42.39	40.72	40.86	11659800
2018-03-28	40.61	41.7	40.06	41.54	19038400
2018-03-29	41.87	42.75	41.74	42.21	20347700
2018-04-02	42.32	43.47	42.32	43.0	18944000
2018-04-03	43.4	43.55	42.44	42.87	13693900
2018-04-04	41.8	42.6	41.59	42.55	12440000
2018-04-05	43.31	43.69	43.03	43.25	14686600
2018-04-06	42.91	43.1	42.25	42.74	11282700
2018-04-09	43.07	43.23	42.21	42.95	11918100
2018-04-10	43.8	44.84	43.67	44.84	22479700
2018-04-11	44.56	45.06	44.22	44.64	17709600
2018-04-12	44.42	44.86	44.32	44.81	9812400
2018-04-13	44.85	45.17	44.6	44.98	15483300
2018-04-16	44.61	44.85	44.31	44.54	11434200
2018-04-17	44.6	46.0	44.56	45.93	13348000
2018-04-18	47.0	48.08	46.85	47.48	27655600
2018-04-19	47.78	48.17	47.4	47.83	16092700
2018-04-20	47.76	47.9	47.33	47.63	10188600
2018-04-23	47.22	47.98	47.06	47.5	11785300
2018-04-24	47.7	48.59	47.7	48.31	15113400
2018-04-25	47.75	48.49	47.44	47.95	15525500
2018-04-26	47.7	49.0	47.62	48.7	13273500
2018-04-27	48.9	49.15	47.86	48.35	14624200
2018-04-30	48.26	48.83	48.15	48.67	8464400
2018-05-02	48.5	49.32	48.42	48.71	16526500
2018-05-03	48.81	49.33	48.58	49.09	14025900
2018-05-04	48.92	49.9	48.92	49.7	14861100
2018-05-07	49.72	50.04	49.11	49.24	15433900
2018-05-08	49.25	49.68	48.91	49.19	22420400
