Date	Open	High	Low	Close	Volume
2018-04-30	37.5	37.6	36.55	36.7	5485700
2018-05-02	36.5	36.71	35.8	36.02	6507600
2018-05-03	36.0	36.22	35.0	35.0	8761300
2018-05-04	35.0	35.31	34.62	34.93	7049500
2018-05-07	35.18	35.67	34.89	34.89	7406900
2018-05-08	35.15	36.19	35.0	35.84	8884200
2018-05-09	36.1	37.35	35.96	37.35	13083200
2018-05-10	36.97	36.97	35.81	35.98	20485000
2018-05-11	36.32	36.54	35.59	35.81	9142300
2018-05-14	35.81	36.23	34.4	34.92	8806800
2018-05-15	34.4	34.4	33.69	33.97	12155100
2018-05-16	34.0	34.73	34.0	34.47	7486300
2018-05-17	34.39	34.39	32.85	32.87	13723600
2018-05-18	32.3	32.96	31.6	32.69	11799100
2018-05-21	33.49	33.49	31.9	31.91	9539100
2018-05-22	32.15	32.83	31.93	32.4	10694800
2018-05-23	32.0	32.25	31.6	31.7	8873000
2018-05-24	30.6	31.2	30.19	30.73	20349000
2018-05-25	31.16	31.29	29.95	30.09	9675400
2018-05-28	29.7	29.7	27.73	27.88	14659600
2018-05-29	28.6	28.95	27.81	28.51	14549100
2018-05-30	28.55	30.37	28.54	30.37	21656500
2018-06-01	31.14	31.28	29.12	30.66	20132000
2018-06-04	31.22	31.4	30.78	31.1	8349900
2018-06-05	30.85	30.96	29.07	29.12	11989800
2018-06-06	29.0	29.24	27.68	27.68	14217000
2018-06-07	27.1	27.27	25.0	26.57	26508700
2018-06-08	26.85	27.78	25.16	26.95	22504900
2018-06-11	27.4	27.6	26.01	26.06	10115900
2018-06-12	26.3	27.32	26.07	26.99	13926600
2018-06-13	27.0	27.25	25.94	26.5	16014100
2018-06-14	26.75	26.88	25.3	25.3	14695600
2018-06-15	25.3	25.4	24.31	25.0	30036900
2018-06-18	24.78	25.35	24.52	24.52	11245800
2018-06-19	24.26	26.8	24.14	26.24	15920200
2018-06-20	26.67	27.03	26.12	27.0	16649900
2018-06-21	26.78	26.98	25.91	26.01	10276000
2018-06-22	26.33	26.62	25.89	26.1	8674400
2018-06-25	26.35	27.0	25.97	26.86	11104100
2018-06-26	27.06	27.48	26.77	27.18	11940500
2018-06-27	27.18	28.17	26.53	26.62	14659000
2018-06-28	26.53	28.15	26.53	28.15	11161000
2018-06-29	28.58	28.9	28.05	28.65	13771200
2018-07-02	28.28	29.4	28.2	29.39	8673300
2018-07-03	29.64	30.1	29.54	29.65	10117900
2018-07-04	29.84	30.54	29.46	30.5	6362400
2018-07-05	30.68	30.79	29.61	29.79	9877400
2018-07-06	29.54	30.04	29.06	29.46	9140400
2018-07-09	29.46	29.46	29.46	29.46	0
2018-07-10	29.9	30.21	29.0	29.21	14625100
2018-07-11	28.95	29.98	28.71	29.79	14568700
2018-07-12	29.9	30.54	29.9	30.36	9964000
2018-07-13	30.3	31.13	30.16	31.13	10064100
2018-07-16	31.08	31.37	30.45	30.79	8889800
2018-07-17	30.63	32.1	30.57	31.82	11575800
2018-07-18	31.8	32.23	31.71	31.76	914900
